trade_date,vix_009,vix_030,vix_090,vix_180,spy_ret
2011-03-22,20.17,20.21,21.7,23.34,-0.00346875694273574
2011-03-23,19.06,19.17,20.93,22.75,0.0028619944539309827
2011-03-24,17.42,18,20.08,22.19,0.009563098079559795
2011-03-25,17.49,17.91,20.03,22.15,0.003056135906117863
2011-03-28,19.84,19.44,20.86,22.63,-0.0024370494190474323
2011-03-29,17.46,18.16,19.97,22.05,0.006718498738303991
2011-03-30,16.98,17.71,19.75,21.75,0.006901200201132607
2011-03-31,16.31,17.74,19.84,21.93,-0.0013558204206051139
2011-04-01,15.15,17.4,19.59,21.76,0.00422350961343243
2011-04-04,16.72,17.5,19.39,21.66,8.260364003280785e-4
2011-04-05,15.81,17.25,19.4,21.65,-1.4990166403194838e-4
2011-04-06,15.21,16.9,19.38,21.63,0.0031520511000333595
2011-04-07,15.93,17.11,19.5,21.83,-0.0025436749745183507
2011-04-08,17.21,17.87,20.05,22.32,-0.0034503573493693818
2011-04-11,18.39,16.59,20.01,22.31,-0.0030105721462209134
2011-04-12,18.93,17.09,20.33,22.63,-0.007473905050951468
2011-04-13,17.97,16.92,19.99,22.36,-7.600258625206635e-5
2011-04-14,15.99,16.27,19.96,22.34,7.604324161296638e-4
2011-04-15,14.28,15.32,19.17,21.88,0.0036486943644595815
2011-04-18,17.63,16.96,19.92,22.49,-0.011208711333696608
2011-04-19,15.91,15.83,19.18,21.97,0.0057443546470585805
2011-04-20,15.04,15.07,18.48,21.37,0.013631857537598435
2011-04-21,13.03,14.69,18.35,21.21,0.0051089481027659644
2011-04-25,15.05,15.77,18.55,21.36,-0.0010462874337195949
2011-04-26,15.16,15.62,18.27,20.96,0.008604902549463445
2011-04-27,14.61,15.35,17.9,20.64,0.006528664330115452
2011-04-28,12.81,14.62,17.52,20.29,0.0032432236634527545
2011-04-29,13.09,14.75,17.5,20.25,0.002351315462946646
2011-05-02,15.16,15.99,18.39,21.06,-0.0015393039774926898
2011-05-03,15.71,16.7,19.11,21.49,-0.0035972868133457014
2011-05-04,16.37,17.08,19.44,21.82,-0.006630882885365619
2011-05-05,18.87,18.2,19.84,22.1,-0.009048189613928392
2011-05-06,18.89,18.4,19.91,22.04,0.004415762513456656
2011-05-09,16.56,17.16,19.2,21.59,0.003874610723070715
2011-05-10,14.58,15.91,18.37,21.05,0.008536053722555836
2011-05-11,16.8,16.95,19.05,21.49,-0.010524513062814767
2011-05-12,15.1,16.03,18.44,21.07,0.004760591599219932
2011-05-13,17.13,17.07,19.07,21.44,-0.007699138368207459
2011-05-16,19.71,18.24,19.87,21.94,-0.006341548310078826
2011-05-17,18.33,17.55,19.45,21.73,-1.5004222552605917e-4
2011-05-18,16.25,16.23,18.53,21.11,0.008936206161163085
2011-05-19,14.92,15.52,18.17,20.84,0.002381414786452929
2011-05-20,18.1,17.43,19.05,21.43,-0.00794464823555674
2011-05-23,18.87,18.27,19.79,22.02,-0.01160111412538034
2011-05-24,17.87,17.82,19.17,21.75,-8.32845434753815e-4
2011-05-25,16.83,17.07,18.87,21.57,0.0033345149778656324
2011-05-26,14.62,16.09,18.19,20.92,0.004607679523891628
2011-05-27,14.79,15.98,18.13,20.63,0.003834573959042853
2011-05-31,14.89,15.45,17.56,20.01,0.010411111065124823
2011-06-01,19.1,18.3,19.36,21.41,-0.022461117513993156
2011-06-02,18.93,18.09,19.32,21.29,-0.0010615755924343606
2011-06-03,17.99,17.95,19.47,21.59,-0.00994455148354767
2011-06-06,19.35,18.49,19.96,21.81,-0.010581100877717686
2011-06-07,18.41,18.07,19.5,21.6,-6.199625254582619e-4
2011-06-08,19.02,18.79,19.95,21.86,-0.004187639331611814
2011-06-09,18.11,17.77,19.26,21.34,0.007631359995359466
2011-06-10,18.92,18.86,20.11,25.1,-0.013910296802678301
2011-06-13,20.28,19.61,20.44,22.08,7.83509896017387e-4
2011-06-14,18.44,18.26,19.43,21.44,0.012686316650120322
2011-06-15,22.03,21.32,21.38,22.91,-0.01778559799231272
2011-06-16,24.63,22.73,22.61,24,0.0022044322780931935
2011-06-17,23.13,21.85,22.44,23.82,0.002984237948701507
2011-06-20,20.74,19.99,21.22,23.07,0.005115700349858532
2011-06-21,20.18,18.86,20.5,22.46,0.01370407736553303
2011-06-22,18.64,18.52,20.72,22.66,-0.006025377174286972
2011-06-23,20.07,19.29,20.93,22.82,-0.0028754633801495455
2011-06-24,22.47,21.1,21.92,23.62,-0.01161343923932856
2011-06-27,21.99,20.56,21.5,23.28,0.008911087782288885
2011-06-28,19.83,19.17,20.52,22.7,0.013052736851613123
2011-06-29,16.96,17.27,19.42,21.85,0.00856431493292642
2011-06-30,15.14,16.52,18.91,20.97,0.009562546759873225
2011-07-01,15.29,15.87,17.93,20.43,0.014776103576182642
2011-07-05,15.85,16.06,18.11,20.57,-8.215592766501745e-4
2011-07-06,15.66,16.34,18.41,20.62,0.0011959723146068857
2011-07-07,15.29,15.95,17.77,20.12,0.010375148189301298
2011-07-08,15.56,15.95,17.96,20.35,-0.007092220893196721
2011-07-11,20.14,18.39,19.98,21.86,-0.018080124190601343
2011-07-12,21.5,19.87,20.93,22.45,-0.004319335394069479
2011-07-13,20.65,19.91,20.85,22.47,0.0033483978636799083
2011-07-14,22.19,20.8,21.59,23.03,-0.006902255025028503
2011-07-15,19.82,19.53,20.94,22.72,0.00580463774332185
2011-07-18,22.13,20.95,21.84,23.33,-0.008200781386709544
2011-07-19,19.69,19.21,20.5,22.43,0.016231092741362474
2011-07-20,19.75,19.09,20.37,22.34,-6.024421598985752e-4
2011-07-21,17.54,17.56,19.2,21.39,0.013871066142129962
2011-07-22,16.96,17.52,19.2,21.57,6.692878512650768e-4
2011-07-25,20.4,19.35,20.26,22.06,-0.00557299613003337
2011-07-26,20.83,20.23,20.89,22.35,-0.0037361697987535747
2011-07-27,24.41,22.98,22.69,23.55,-0.020475359229886192
2011-07-28,27.52,23.74,22.95,23.62,-0.002909853414132191
2011-07-29,30.35,25.25,22.91,23.63,-0.006834588345340786
2011-08-01,26.85,23.66,22.38,23.03,-0.004252228997572272
2011-08-02,27.78,24.79,23.6,24.01,-0.025547834818932413
2011-08-03,24.7,23.38,23.12,23.85,0.00541885519110763
2011-08-04,39.89,31.66,28.56,27.88,-0.046841398227703834
2011-08-05,37.58,32,29.59,28.81,-0.0014968969280084732
2011-08-08,68,48,38.1,35,-0.06512328970086834
2011-08-09,43.38,35.06,31.07,29.97,0.04649925949079359
2011-08-10,56.66,42.99,36.58,33.9,-0.04417787556167285
2011-08-11,46.98,39,33.82,32.13,0.044883771151465135
2011-08-12,38.41,36.36,32.75,31.19,0.006733218167154664
2011-08-15,32.94,31.87,30.08,29.58,0.021164972903110923
2011-08-16,33.09,32.85,30.44,29.82,-0.008539398764952577
2011-08-17,31.22,31.58,30.03,29.53,6.692421790261971e-4
2011-08-18,46.55,42.67,36.6,33.23,-0.04311880915556754
2011-08-19,47.41,43.05,37.9,35.13,-0.016330327135954392
2011-08-22,44.57,42.44,38.26,35.19,7.990337646759382e-4
2011-08-23,37.81,36.27,34.79,33.21,0.03291066977754675
2011-08-24,37.43,35.9,34.8,33.35,0.01408423124453595
2011-08-25,44.08,39.76,36.61,34.67,-0.01524391424946403
2011-08-26,36.34,35.59,34.41,33.25,0.014533766440653961
2011-08-29,33.39,32.28,31.98,31.76,0.028736407910633366
2011-08-30,34.67,32.89,32.47,32.16,0.002636662447141669
2011-08-31,32.33,31.62,31.67,31.59,0.00443785292624721
2011-09-01,31.78,31.82,31.99,31.88,-0.010472813116124025
2011-09-02,31.94,33.92,33.79,32.99,-0.025549821152006325
2011-09-06,39.24,37,35.38,34.23,-0.007297577370249719
2011-09-07,32.44,33.38,32.96,32.14,0.02820770945786566
2011-09-08,34.41,34.32,33.71,33.14,-0.01039161875907868
2011-09-09,40.42,38.52,36.64,35.32,-0.026209700502276778
2011-09-12,40.45,38.59,37.06,35.77,0.006470169716346508
2011-09-13,37.63,36.91,36.06,35.32,0.009171008098357136
2011-09-14,35.03,34.6,34.96,34.02,0.013844288827205231
2011-09-15,32.79,31.97,33.52,33.44,0.01725710727550145
2011-09-16,32.52,30.98,32.95,33.02,0.005918518748596169
2011-09-19,34.6,32.73,33.81,33.78,-0.009957212574665086
2011-09-20,34.49,32.86,33.62,33.57,-0.001163544117188775
2011-09-21,37.76,37.32,36.19,35.63,-0.02945832733626419
2011-09-22,43.49,41.35,39.15,37.61,-0.03232455475564022
2011-09-23,42.66,41.25,39.55,37.92,0.0060250210818297845
2011-09-26,40.17,39.02,38.03,37.08,0.023780383042425024
2011-09-27,38.93,37.71,37.21,36.54,0.011183858751419029
2011-09-28,42.81,41.08,39.52,38.21,-0.020418916380855356
2011-09-29,39.79,38.84,38.18,37.2,0.00790356294468153
2011-09-30,43.73,42.96,41.24,39.23,-0.024989079029914207
2011-10-03,48.64,45.45,43.38,41.36,-0.028457871549257607
2011-10-04,41.47,40.82,40.45,39.13,0.021922904184350056
2011-10-05,37.58,37.81,38.31,37.86,0.018515107934597985
2011-10-06,34.96,36.27,37.04,36.91,0.018091460125306824
2011-10-07,33.62,36.2,37.31,37.25,-0.006695870613194765
2011-10-10,31.3,33.02,34.79,35.17,0.03344604472183721
2011-10-11,30.01,32.86,34.06,34.81,0.0010031933067939924
2011-10-12,29.02,31.26,32.97,33.39,0.008772083091143301
2011-10-13,27.71,30.7,32.71,33.29,-0.0019878329257259075
2011-10-14,26.49,28.24,30.39,31.67,0.017094087504694766
2011-10-17,33.95,33.39,33.6,33.81,-0.019090809829230615
2011-10-18,32.21,31.56,31.98,32.87,0.019545670093249923
2011-10-19,34.7,34.44,34.39,34.57,-0.011829264442720033
2011-10-20,36.7,34.78,34.2,34.51,0.004375612175093524
2011-10-21,32.15,31.32,31.97,32.98,0.018987499679045783
2011-10-24,30.19,29.26,30.47,31.8,0.012260831475301437
2011-10-25,33.57,32.22,32.36,33.12,-0.01944369421676151
2011-10-26,30.33,29.86,30.94,31.82,0.010158489441454144
2011-10-27,24.95,25.46,27.03,28.76,0.03483520735775736
2011-10-28,23.03,24.53,26.52,28.31,-2.3345835537069703e-4
2011-10-31,30.88,29.96,30.37,30.99,-0.024105565700812903
2011-11-01,36.72,34.77,34.02,34.5,-0.027888629805504994
2011-11-02,33.06,32.74,32.88,33.64,0.01631149649510677
2011-11-03,29.5,30.5,31.62,32.45,0.018227363349639925
2011-11-04,28.43,30.16,31.23,32.46,-0.0060991831194703305
2011-11-07,28.39,29.85,31.38,32.33,0.006216285524626164
2011-11-08,24.57,27.48,29.52,31.17,0.012830477384274896
2011-11-09,38.14,36.16,35.49,35.55,-0.036909367244548075
2011-11-10,32.13,32.81,33.75,34.7,0.009418718721729613
2011-11-11,28.03,30.04,31.6,33.31,0.018822362981010032
2011-11-14,31.23,31.13,32.72,33.88,-0.009474269633883647
2011-11-15,31.57,31.22,32.52,33.79,0.004941758243531824
2011-11-16,34.12,33.51,34.39,35.14,-0.01586294403943367
2011-11-17,32.62,34.51,35.32,36.14,-0.015876829458360775
2011-11-18,30.26,32,34.2,35.55,-0.00106465305903658
2011-11-21,33.34,32.91,34.78,36.17,-0.019019514959041306
2011-11-22,31.03,31.97,34.24,35.69,-0.003927651365520535
2011-11-23,33.6,33.98,35.87,37.05,-0.022065839603811366
2011-11-25,33.95,34.47,36.45,37.83,-0.0018874282536425202
2011-11-28,31.88,32.13,33.94,35.1,0.02896690535507407
2011-11-29,30.4,30.64,33.21,34.64,0.0028402464569909913
2011-11-30,27.43,27.8,30.58,31.94,0.04114976528304437
2011-12-01,27,27.41,30.03,31.92,-1.6013110693635646e-4
2011-12-02,27.78,27.52,29.85,31.53,-8.80345266555782e-4
2011-12-05,28.84,27.84,29.9,31.41,0.010892285507686505
2011-12-06,28.5,28.13,30.16,31.6,3.168462802041194e-4
2011-12-07,30.19,28.67,30.62,31.96,0.0037224144279950355
2011-12-08,31.62,30.59,32.09,33.23,-0.021936351774661578
2011-12-09,24.44,26.38,29.53,31.25,0.01694226368331142
2011-12-12,25.99,25.67,30.17,31.55,-0.014597320545524428
2011-12-13,25.63,25.41,30.17,31.85,-0.009339023875988284
2011-12-14,25.62,26.04,30.42,31.95,-0.010646021645937975
2011-12-15,24.07,25.11,29.46,31.37,0.0036142367728333458
2011-12-16,22.76,24.29,29.03,31.92,0.001482584546850907
2011-12-19,23.16,24.92,28.74,31.49,-0.010691583225278078
2011-12-20,21.55,23.22,26.87,29.52,0.030260131047252115
2011-12-21,20.62,21.43,25.56,28.56,0.001936583407173842
2011-12-22,19.72,21.16,25.28,28.06,0.008858708563699746
2011-12-23,17.81,20.73,25.22,27.96,0.008940601245264412
2011-12-27,20.6,21.91,25.54,28.09,7.913265703278771e-4
2011-12-28,22.42,23.52,26.75,29.02,-0.013123494903686916
2011-12-29,19.42,22.65,26.25,28.52,0.010333930418704007
2011-12-30,19.36,23.4,26.86,28.34,-0.004915709833396842
2012-01-03,20.63,22.97,26.05,28.26,0.01593601611687534
2012-01-04,19.32,22.22,25.31,27.67,0.0015685843525310439
2012-01-05,18.25,21.48,24.7,27.2,0.0026625385308967076
2012-01-06,17.01,20.63,24.09,26.73,-0.00257732824763679
2012-01-09,17.61,21.07,24.12,26.57,0.002427430995366686
2012-01-10,17.48,20.69,23.68,26.1,0.008670594121140462
2012-01-11,17.12,21.05,24.11,26.45,5.419328963855996e-4
2012-01-12,16.65,20.47,24.04,26.44,0.0023992934707504077
2012-01-13,17.69,20.91,24.67,26.98,-0.005173259521859652
2012-01-17,22.07,22.2,25,27.51,0.003881007986524798
2012-01-18,20.67,20.89,24.18,26.57,0.011056100617377496
2012-01-19,17.41,19.87,23.65,26.02,0.0052763768476287165
2012-01-20,16.12,18.28,22.82,25.42,0.0037274814126726508
2012-01-23,18.12,18.67,22.32,25.07,-0.0025771828970178046
2012-01-24,18.08,18.91,22.03,24.85,-0.0011393924183623616
2012-01-25,17.36,18.31,21.36,24.06,0.008367456693820552
2012-01-26,16.4,18.57,21.68,24.25,-0.005129513936537378
2012-01-27,16.63,18.53,21.4,24.13,-0.00045489032220913383
2012-01-30,18.47,19.4,21.92,24.49,-0.0034140196740286566
2012-01-31,18.44,19.44,22.09,24.6,-3.8048828937242707e-4
2012-02-01,16.87,18.55,21.54,24.37,0.00875715088486051
2012-02-02,15.78,17.98,21.01,23.89,0.0015851301376179627
2012-02-03,15.34,17.1,20.05,23,0.014018774640913056
2012-02-06,16.64,17.76,20.39,23.11,-6.688795141189807e-4
2012-02-07,16.11,17.65,20.14,22.85,0.0025288667145026977
2012-02-08,16.33,18.16,20.68,23.14,0.0029674973003837035
2012-02-09,16.56,18.63,21.34,23.77,0.0012575763364484072
2012-02-10,19.66,20.79,23.28,25.17,-0.00738775925862023
2012-02-13,18.45,19.04,22.12,24.47,0.007442744462935913
2012-02-14,19.23,19.54,22.82,25.22,-0.0012559968245631215
2012-02-15,21.26,21.14,24.12,26.17,-0.004660114936025139
2012-02-16,17.12,19.22,23.17,25.33,0.011073230017932367
2012-02-17,16.23,17.78,22.39,24.92,0.00264589052880404
2012-02-21,17.44,18.19,22.35,25.14,4.3991978348301153e-4
2012-02-22,17.09,18.19,22.09,25.01,-0.0032241767724290327
2012-02-23,14.83,16.8,20.78,24.02,0.004410857661373502
2012-02-24,15.09,17.31,21.18,24.3,0.0021957775761038967
2012-02-27,16.94,18.19,21.87,24.66,0.001679650764264462
2012-02-28,16.57,17.96,21.6,24.53,0.0029162808020317676
2012-02-29,16.85,18.43,21.8,24.43,-0.0039254970817865775
2012-03-01,15.06,17.26,21.03,23.92,0.005181756187033759
2012-03-02,14.44,17.29,21.26,24.12,-0.0030495131516201646
2012-03-05,15.98,18.05,21.99,24.62,-0.004078457644719147
2012-03-06,20.1,20.87,23.9,26.16,-0.014624936847088432
2012-03-07,17.37,19.07,22.72,25.37,0.00697579406138038
2012-03-08,16.98,17.95,21.84,24.62,0.009948899073291662
2012-03-09,15.3,17.11,21.22,24.04,0.003867958512328684
2012-03-12,15.54,15.64,20.81,23.71,7.234860581362135e-5
2012-03-13,16.35,14.8,19.6,22.6,0.018025663302599026
2012-03-14,16.72,15.31,20.75,23.38,-0.001070717351477124
2012-03-15,14.29,15.42,20.54,23.08,0.005789248187650031
2012-03-16,13.47,14.47,20.37,22.85,0.0013847901445644961
2012-03-19,14.62,15.04,19.94,22.46,0.00392045659772533
2012-03-20,15.31,15.58,19.96,22.49,-0.002911062640543971
2012-03-21,15.37,15.13,19.25,21.83,-0.0016379704668946227
2012-03-22,15.9,15.57,19.55,22.02,-0.007203279167245391
2012-03-23,14.33,14.82,18.64,21.49,0.0032327923507808887
2012-03-26,14.3,14.26,17.43,20.33,0.014034797046636571
2012-03-27,15.43,15.59,18.57,21.06,-0.0031069927107237882
2012-03-28,14.93,15.47,18.79,21.24,-0.004958257666233257
2012-03-29,14.55,15.48,18.84,21.37,-0.0017087236749784296
2012-03-30,14.2,15.5,18.61,21,0.004135850015685394
2012-04-02,14.77,15.64,18.46,21.05,0.007314841213731382
2012-04-03,14.36,15.66,18.81,21.28,-0.004088913637219305
2012-04-04,12.92,16.44,19.45,21.9,-0.00991105995339192
2012-04-05,14.7,16.7,19.82,22.18,-5.002394579433078e-4
2012-04-09,17.87,18.81,21.21,23.22,-0.011231326050091694
2012-04-10,19.84,20.39,22.62,24.75,-0.016784819253471306
2012-04-11,18.69,20.02,22.47,24.62,0.008094387484529841
2012-04-12,15.99,17.2,20.25,23.02,0.013065666343537119
2012-04-13,19.07,19.55,21.99,24.25,-0.011888383804762093
2012-04-16,20.13,19.55,22.04,24.25,-6.564081558640966e-4
2012-04-17,18.84,18.46,20.85,23.23,0.014812197796196358
2012-04-18,18.85,18.64,21.12,23.46,-0.0033796066663205337
2012-04-19,18.09,18.36,21.23,23.61,-0.006420916894032902
2012-04-20,16.85,17.44,20.48,23.09,0.0016703797736752346
2012-04-23,19.1,18.97,21.39,23.77,-0.008409238213264225
2012-04-24,17.87,18.1,20.51,23.22,0.0038016705491032976
2012-04-25,16.14,16.82,19.46,22.15,0.013691371708466127
2012-04-26,14.7,16.24,18.55,21.55,0.006969211958069099
2012-04-27,14.65,16.32,18.74,21.58,0.0016409306590261519
2012-04-30,16.55,17.15,19.32,21.7,-0.003703872390612095
2012-05-01,15.63,16.6,19.13,21.68,0.0062199359724604
2012-05-02,16.23,16.88,19.01,21.61,-0.0029840684903899017
2012-05-03,16.94,17.56,19.5,22,-0.007625428344381291
2012-05-04,18.42,19.16,20.72,22.94,-0.01615797545111808
2012-05-07,18.46,18.94,20.45,22.85,7.297394121847933e-4
2012-05-08,19.09,19.05,20.81,23.14,-0.004011517717423807
2012-05-09,20.24,20.08,21.53,23.79,-0.00593200215065226
2012-05-10,18.64,18.83,20.87,23.23,0.0020629378993657355
2012-05-11,20.19,19.89,21.55,23.75,-0.003014314922920258
2012-05-14,22.56,21.87,22.97,24.95,-0.01106120962697632
2012-05-15,22.63,21.97,23.92,25.74,-0.0057416164745881515
2012-05-16,22.41,22.27,24.92,26.42,-0.003824661464515544
2012-05-17,25.44,24.49,26.41,27.73,-0.014830997672296897
2012-05-18,26.6,25.1,27.66,28.64,-0.008558927422400942
2012-05-21,21.93,22.01,24.71,27.49,0.01718817595994704
2012-05-22,22.03,22.48,25.23,27.33,0.001742696547931244
2012-05-23,21.75,22.33,25.11,27.47,5.295643248806048e-4
2012-05-24,19.22,21.54,24.78,27.71,0.00196582631868103
2012-05-25,19.21,21.76,24.93,27.14,-0.0032444283400256957
2012-05-29,19.48,21.03,23.89,26.13,0.012111983382812719
2012-05-30,23.39,24.14,26.19,27.71,-0.014510165569792122
2012-05-31,22.41,24.06,26.22,27.74,-0.0022009331053784997
2012-06-01,26.2,26.66,28.47,30.21,-0.025176778467126737
2012-06-04,24.67,26.12,28.12,29.36,-4.6831582948558825e-4
2012-06-05,23.17,24.68,26.87,28.57,0.007572277185145859
2012-06-06,19.31,22.16,24.71,26.87,0.02246831242120262
2012-06-07,19.62,21.72,24.47,26.72,6.061701160287036e-4
2012-06-08,19.85,21.23,23.64,26.26,0.007951981603222302
2012-06-11,26.39,23.56,25.5,27.5,-0.01269725333016647
2012-06-12,24.22,22.09,24.94,27.22,0.0114905480732439
2012-06-13,26.19,24.27,26.5,28.27,-0.006394605882774074
2012-06-14,25.22,21.68,25,26.97,0.010600381012059623
2012-06-15,24.32,21.11,23.67,26.02,0.0102273646853841
2012-06-18,19.17,18.32,22.13,25.01,0.0019381980753734318
2012-06-19,19.53,18.38,21.92,24.44,0.009672252176174956
2012-06-20,17.44,17.24,20.84,23.97,-0.001621201216339463
2012-06-21,20.92,20.08,23.16,25.53,-0.022438494950356103
2012-06-22,17.94,18.11,21.51,24.34,0.00770172970293137
2012-06-25,20.4,20.38,23.03,25.42,-0.016034889554230047
2012-06-26,18.74,19.72,22.47,25.1,0.005025760102010501
2012-06-27,17.12,19.45,22.36,24.75,0.009016491863899967
2012-06-28,18.14,19.71,22.25,24.66,-0.0028537957439503936
2012-06-29,15.01,17.08,20.32,22.87,0.024926841396149646
2012-07-02,15.11,16.8,19.79,22.53,0.003012358907436674
2012-07-03,14.68,16.66,19.32,22.35,0.006593322456084794
2012-07-05,15.78,17.5,20.11,22.89,-0.004512153328979807
2012-07-06,15.01,17.1,20.04,22.9,-0.009503519099207103
2012-07-09,17.13,17.98,20.37,23.05,-0.0012547472165900242
2012-07-10,18.1,18.72,20.87,23.4,-0.008719922014090442
2012-07-11,17.26,17.95,20.25,22.94,1.489351576033915e-4
2012-07-12,18.01,18.33,20.69,23.15,-0.0048449059794273275
2012-07-13,14.7,16.74,19.39,22.22,0.016777890400935913
2012-07-16,16.53,17.11,19.61,22.41,-0.0023575780255071788
2012-07-17,15.63,16.48,18.92,21.81,0.006866802881519529
2012-07-18,15,16.16,18.94,21.71,0.007406937583123607
2012-07-19,14.32,15.45,18.61,21.55,0.0026208512673953077
2012-07-20,15.61,16.27,19.64,22.39,-0.009148219441290628
2012-07-23,19.02,18.62,21.18,23.63,-0.010112362427176835
2012-07-24,21.16,20.47,22.26,24.48,-0.008586746738665774
2012-07-25,19.31,19.34,21.88,24.32,2.2376163850679198e-4
2012-07-26,17.8,17.53,20.24,23.11,0.01649782475313355
2012-07-27,16.3,16.7,19.66,22.45,0.018432747271898364
2012-07-30,18.86,18.03,20.13,22.81,0
2012-07-31,19.86,18.93,20.78,23.27,-0.006994574368670792
2012-08-01,20.79,18.96,20.67,23.12,-8.715681758719729e-4
2012-08-02,16.64,17.57,20.23,22.97,-0.006904204047082918
2012-08-03,14.2,15.64,18.68,21.79,0.01983304671436481
2012-08-06,14.85,15.95,18.74,21.93,0.0019375482321637438
2012-08-07,14.68,15.99,18.81,21.84,0.00501342699530305
2012-08-08,13.52,15.32,18.58,21.63,0.0012118758642551963
2012-08-09,13,15.28,18.23,21.37,8.538811471090479e-4
2012-08-10,12.45,14.74,18.14,21.2,0.0016356960355281558
2012-08-13,13.15,13.7,18.07,21.27,-4.969959092675502e-4
2012-08-14,13.02,14.85,18.51,21.67,1.4223800478063708e-4
2012-08-15,12.37,14.63,18.86,21.82,0.0011363752770976454
2012-08-16,12.35,14.29,18.55,21.73,0.0073785914608117675
2012-08-17,11.5,13.45,18.35,21.54,0.0013377748121878863
2012-08-20,12.24,14.02,18.59,21.67,7.056278006722927e-5
2012-08-21,13.21,15.02,18.8,22.12,-0.003024027767193793
2012-08-22,13.15,15.11,19.42,22.42,4.2317635600697123e-4
2012-08-23,13.67,15.96,20.09,22.91,-0.008179330070510193
2012-08-24,13.1,15.18,19.24,22.21,0.00604289090537935
2012-08-27,14.89,16.35,19.92,22.68,2.1184057083778463e-4
2012-08-28,15.21,16.49,19.82,22.73,-9.892621302005633e-4
2012-08-29,15.29,17.06,20.46,23.15,7.782363059913866e-4
2012-08-30,16.87,17.83,20.92,23.5,-0.007207776460201987
2012-08-31,15.73,17.47,20.62,23.27,0.004769066575430303
2012-09-04,17.43,17.98,20.68,23.3,-9.21217371576688e-4
2012-09-05,17.9,17.74,19.99,22.62,-8.50855537431916e-4
2012-09-06,14.98,15.6,18.62,21.72,0.020296622641140516
